,Price Option Lookup,,,,Pricing Unit,,,,,
N,Navarang Theatre: Vijayawada,CINEMA004377,SCREEN-1ADFILM,CINEMA004377SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Navarang Theatre: Vijayawada,CINEMA004377,SCREEN-1SLIDE,CINEMA004377SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Navarang Theatre: Vijayawada,CINEMA004377,SCREEN-1SLIDE,CINEMA004377SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"New Empire Cinema, Chukkuwala, Dehradun",CINEMA004378,SCREEN-1ADFILM,CINEMA004378SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"New Empire Cinema, Chukkuwala, Dehradun",CINEMA004378,SCREEN-1ADFILM,CINEMA004378SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"New Empire Cinema, Chukkuwala, Dehradun",CINEMA004378,SCREEN-1SLIDE,CINEMA004378SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"New Empire Cinema, Chukkuwala, Dehradun",CINEMA004378,SCREEN-1SLIDE,CINEMA004378SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Novelty Cinema: Kanpur,CINEMA004379,SCREEN-1ADFILM,CINEMA004379SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Novelty Cinema: Kanpur,CINEMA004379,SCREEN-1ADFILM,CINEMA004379SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Novelty Cinema: Kanpur,CINEMA004379,SCREEN-1SLIDE,CINEMA004379SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Novelty Cinema: Kanpur,CINEMA004379,SCREEN-1SLIDE,CINEMA004379SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Padma Cinema: Kochi,CINEMA004380,SCREEN-1ADFILM,CINEMA004380SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Padma Cinema: Kochi,CINEMA004380,SCREEN-1ADFILM,CINEMA004380SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Padma Cinema: Kochi,CINEMA004380,SCREEN-1SLIDE,CINEMA004380SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Padma Cinema: Kochi,CINEMA004380,SCREEN-1SLIDE,CINEMA004380SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Platinum Movietime Cinemas, Gachibowli (SLN Terminus), Hyderabad",CINEMA004381,SCREEN-1ADFILM,CINEMA004381SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Platinum Movietime Cinemas, Gachibowli (SLN Terminus), Hyderabad",CINEMA004381,SCREEN-1ADFILM,CINEMA004381SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Platinum Movietime Cinemas, Gachibowli (SLN Terminus), Hyderabad",CINEMA004381,SCREEN-1SLIDE,CINEMA004381SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Platinum Movietime Cinemas, Gachibowli (SLN Terminus), Hyderabad",CINEMA004381,SCREEN-1SLIDE,CINEMA004381SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Poorna Theatre: Ichchapuram,CINEMA004382,SCREEN-1ADFILM,CINEMA004382SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Poorna Theatre: Ichchapuram,CINEMA004382,SCREEN-1ADFILM,CINEMA004382SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Poorna Theatre: Ichchapuram,CINEMA004382,SCREEN-1SLIDE,CINEMA004382SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Poorna Theatre: Ichchapuram,CINEMA004382,SCREEN-1SLIDE,CINEMA004382SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Prabha Theatre: Mysuru,CINEMA004383,SCREEN-1ADFILM,CINEMA004383SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Prabha Theatre: Mysuru,CINEMA004383,SCREEN-1ADFILM,CINEMA004383SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Prabha Theatre: Mysuru,CINEMA004383,SCREEN-1SLIDE,CINEMA004383SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Prabha Theatre: Mysuru,CINEMA004383,SCREEN-1SLIDE,CINEMA004383SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Prabhat Cinema: Gondia,CINEMA004384,SCREEN-1ADFILM,CINEMA004384SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Prabhat Cinema: Gondia,CINEMA004384,SCREEN-1ADFILM,CINEMA004384SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Prabhat Cinema: Gondia,CINEMA004384,SCREEN-1SLIDE,CINEMA004384SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Prabhat Cinema: Gondia,CINEMA004384,SCREEN-1SLIDE,CINEMA004384SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Prabhat Royal Cineplex: Kolhapur,CINEMA004385,SCREEN-1ADFILM,CINEMA004385SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Prabhat Royal Cineplex: Kolhapur,CINEMA004385,SCREEN-1ADFILM,CINEMA004385SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Prabhat Royal Cineplex: Kolhapur,CINEMA004385,SCREEN-1SLIDE,CINEMA004385SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Prabhat Royal Cineplex: Kolhapur,CINEMA004385,SCREEN-1SLIDE,CINEMA004385SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Prabhat Royal Cineplex: Kolhapur,CINEMA004385,SCREEN-2ADFILM,CINEMA004385SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,Prabhat Royal Cineplex: Kolhapur,CINEMA004385,SCREEN-2ADFILM,CINEMA004385SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,Prabhat Royal Cineplex: Kolhapur,CINEMA004385,SCREEN-2SLIDE,CINEMA004385SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,Prabhat Royal Cineplex: Kolhapur,CINEMA004385,SCREEN-2SLIDE,CINEMA004385SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,Prabhat Royal Cineplex: Kolhapur,CINEMA004385,SCREEN-3ADFILM,CINEMA004385SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,Prabhat Royal Cineplex: Kolhapur,CINEMA004385,SCREEN-3ADFILM,CINEMA004385SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,Prabhat Royal Cineplex: Kolhapur,CINEMA004385,SCREEN-3SLIDE,CINEMA004385SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,Prabhat Royal Cineplex: Kolhapur,CINEMA004385,SCREEN-3SLIDE,CINEMA004385SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,Priya Cineplex: Moyna (Dolby 5.1),CINEMA004386,SCREEN-1ADFILM,CINEMA004386SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Priya Cineplex: Moyna (Dolby 5.1),CINEMA004386,SCREEN-1ADFILM,CINEMA004386SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Priya Cineplex: Moyna (Dolby 5.1),CINEMA004386,SCREEN-1SLIDE,CINEMA004386SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Priya Cineplex: Moyna (Dolby 5.1),CINEMA004386,SCREEN-1SLIDE,CINEMA004386SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Priya Cineplex: Moyna (Dolby 5.1),CINEMA004386,SCREEN-2ADFILM,CINEMA004386SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,Priya Cineplex: Moyna (Dolby 5.1),CINEMA004386,SCREEN-2ADFILM,CINEMA004386SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,Priya Cineplex: Moyna (Dolby 5.1),CINEMA004386,SCREEN-2SLIDE,CINEMA004386SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,Priya Cineplex: Moyna (Dolby 5.1),CINEMA004386,SCREEN-2SLIDE,CINEMA004386SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-1ADFILM,CINEMA004387SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-1ADFILM,CINEMA004387SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-1SLIDE,CINEMA004387SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-1SLIDE,CINEMA004387SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-2ADFILM,CINEMA004387SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-2ADFILM,CINEMA004387SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-2SLIDE,CINEMA004387SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-2SLIDE,CINEMA004387SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-3ADFILM,CINEMA004387SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-3ADFILM,CINEMA004387SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-3SLIDE,CINEMA004387SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-3SLIDE,CINEMA004387SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-4ADFILM,CINEMA004387SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-4ADFILM,CINEMA004387SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-4SLIDE,CINEMA004387SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-4SLIDE,CINEMA004387SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-5ADFILM,CINEMA004387SCREEN-5ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-5ADFILM,CINEMA004387SCREEN-5ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-5SLIDE,CINEMA004387SCREEN-5SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR ICON: Phoenix Palladium, Lower Parel Mumbai",CINEMA004387,SCREEN-5SLIDE,CINEMA004387SCREEN-5SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-1ADFILM,CINEMA004388SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-1ADFILM,CINEMA004388SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-1SLIDE,CINEMA004388SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-1SLIDE,CINEMA004388SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-2ADFILM,CINEMA004388SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-2ADFILM,CINEMA004388SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-2SLIDE,CINEMA004388SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-2SLIDE,CINEMA004388SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-3ADFILM,CINEMA004388SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-3ADFILM,CINEMA004388SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-3SLIDE,CINEMA004388SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-3SLIDE,CINEMA004388SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-4ADFILM,CINEMA004388SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-4ADFILM,CINEMA004388SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-4SLIDE,CINEMA004388SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-4SLIDE,CINEMA004388SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-5ADFILM,CINEMA004388SCREEN-5ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-5ADFILM,CINEMA004388SCREEN-5ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-5SLIDE,CINEMA004388SCREEN-5SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR Infiniti Malad, Malad (W), Mumbai",CINEMA004388,SCREEN-5SLIDE,CINEMA004388SCREEN-5SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-1ADFILM,CINEMA004389SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-1ADFILM,CINEMA004389SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-1SLIDE,CINEMA004389SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-1SLIDE,CINEMA004389SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-2ADFILM,CINEMA004389SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-2ADFILM,CINEMA004389SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-2SLIDE,CINEMA004389SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-2SLIDE,CINEMA004389SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-3ADFILM,CINEMA004389SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-3ADFILM,CINEMA004389SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-3SLIDE,CINEMA004389SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-3SLIDE,CINEMA004389SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-4ADFILM,CINEMA004389SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-4ADFILM,CINEMA004389SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-4SLIDE,CINEMA004389SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-4SLIDE,CINEMA004389SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-5ADFILM,CINEMA004389SCREEN-5ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-5ADFILM,CINEMA004389SCREEN-5ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-5SLIDE,CINEMA004389SCREEN-5SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR Lodha Xperia, Palava, Mumbai",CINEMA004389,SCREEN-5SLIDE,CINEMA004389SCREEN-5SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR: Saharaganj Mall, Lucknow",CINEMA004390,SCREEN-1ADFILM,CINEMA004390SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR: Saharaganj Mall, Lucknow",CINEMA004390,SCREEN-1ADFILM,CINEMA004390SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR: Saharaganj Mall, Lucknow",CINEMA004390,SCREEN-1SLIDE,CINEMA004390SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR: Saharaganj Mall, Lucknow",CINEMA004390,SCREEN-1SLIDE,CINEMA004390SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR: Saharaganj Mall, Lucknow",CINEMA004390,SCREEN-2ADFILM,CINEMA004390SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR: Saharaganj Mall, Lucknow",CINEMA004390,SCREEN-2ADFILM,CINEMA004390SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR: Saharaganj Mall, Lucknow",CINEMA004390,SCREEN-2SLIDE,CINEMA004390SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR: Saharaganj Mall, Lucknow",CINEMA004390,SCREEN-2SLIDE,CINEMA004390SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR: Saharaganj Mall, Lucknow",CINEMA004390,SCREEN-3ADFILM,CINEMA004390SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR: Saharaganj Mall, Lucknow",CINEMA004390,SCREEN-3ADFILM,CINEMA004390SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR: Saharaganj Mall, Lucknow",CINEMA004390,SCREEN-3SLIDE,CINEMA004390SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR: Saharaganj Mall, Lucknow",CINEMA004390,SCREEN-3SLIDE,CINEMA004390SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,"PVR: Saharaganj Mall, Lucknow",CINEMA004390,SCREEN-4ADFILM,CINEMA004390SCREEN-4ADFILM,#Second(s),SECOND,5,10,156,0
N,"PVR: Saharaganj Mall, Lucknow",CINEMA004390,SCREEN-4ADFILM,CINEMA004390SCREEN-4ADFILM,#Week(S),WEEK,1,1,90,0
N,"PVR: Saharaganj Mall, Lucknow",CINEMA004390,SCREEN-4SLIDE,CINEMA004390SCREEN-4SLIDE,#Second(s),SECOND,5,10,156,0
N,"PVR: Saharaganj Mall, Lucknow",CINEMA004390,SCREEN-4SLIDE,CINEMA004390SCREEN-4SLIDE,#Week(S),WEEK,1,1,90,0
N,"QLA Cinemas: Dremz Mall, Gurugram",CINEMA004391,SCREEN-1ADFILM,CINEMA004391SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"QLA Cinemas: Dremz Mall, Gurugram",CINEMA004391,SCREEN-1ADFILM,CINEMA004391SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"QLA Cinemas: Dremz Mall, Gurugram",CINEMA004391,SCREEN-1SLIDE,CINEMA004391SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"QLA Cinemas: Dremz Mall, Gurugram",CINEMA004391,SCREEN-1SLIDE,CINEMA004391SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"QLA Cinemas: Dremz Mall, Gurugram",CINEMA004391,SCREEN-2ADFILM,CINEMA004391SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"QLA Cinemas: Dremz Mall, Gurugram",CINEMA004391,SCREEN-2ADFILM,CINEMA004391SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"QLA Cinemas: Dremz Mall, Gurugram",CINEMA004391,SCREEN-2SLIDE,CINEMA004391SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"QLA Cinemas: Dremz Mall, Gurugram",CINEMA004391,SCREEN-2SLIDE,CINEMA004391SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
N,"QLA Cinemas: Dremz Mall, Gurugram",CINEMA004391,SCREEN-3ADFILM,CINEMA004391SCREEN-3ADFILM,#Second(s),SECOND,5,10,156,0
N,"QLA Cinemas: Dremz Mall, Gurugram",CINEMA004391,SCREEN-3ADFILM,CINEMA004391SCREEN-3ADFILM,#Week(S),WEEK,1,1,90,0
N,"QLA Cinemas: Dremz Mall, Gurugram",CINEMA004391,SCREEN-3SLIDE,CINEMA004391SCREEN-3SLIDE,#Second(s),SECOND,5,10,156,0
N,"QLA Cinemas: Dremz Mall, Gurugram",CINEMA004391,SCREEN-3SLIDE,CINEMA004391SCREEN-3SLIDE,#Week(S),WEEK,1,1,90,0
N,Ragini Cinema: (Old Jyoti Cinema): Ankleshwar,CINEMA004392,SCREEN-1ADFILM,CINEMA004392SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Ragini Cinema: (Old Jyoti Cinema): Ankleshwar,CINEMA004392,SCREEN-1ADFILM,CINEMA004392SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Ragini Cinema: (Old Jyoti Cinema): Ankleshwar,CINEMA004392,SCREEN-1SLIDE,CINEMA004392SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Ragini Cinema: (Old Jyoti Cinema): Ankleshwar,CINEMA004392,SCREEN-1SLIDE,CINEMA004392SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Raja Talkies: Dhone,CINEMA004393,SCREEN-1ADFILM,CINEMA004393SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Raja Talkies: Dhone,CINEMA004393,SCREEN-1ADFILM,CINEMA004393SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Raja Talkies: Dhone,CINEMA004393,SCREEN-1SLIDE,CINEMA004393SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Raja Talkies: Dhone,CINEMA004393,SCREEN-1SLIDE,CINEMA004393SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"Rajaram ChitraMandir: Vadgaon, Kolhapur",CINEMA004394,SCREEN-1ADFILM,CINEMA004394SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"Rajaram ChitraMandir: Vadgaon, Kolhapur",CINEMA004394,SCREEN-1ADFILM,CINEMA004394SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"Rajaram ChitraMandir: Vadgaon, Kolhapur",CINEMA004394,SCREEN-1SLIDE,CINEMA004394SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"Rajaram ChitraMandir: Vadgaon, Kolhapur",CINEMA004394,SCREEN-1SLIDE,CINEMA004394SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,Rajhans Cinemas: Navsari,CINEMA004395,SCREEN-1ADFILM,CINEMA004395SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,Rajhans Cinemas: Navsari,CINEMA004395,SCREEN-1ADFILM,CINEMA004395SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,Rajhans Cinemas: Navsari,CINEMA004395,SCREEN-1SLIDE,CINEMA004395SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,Rajhans Cinemas: Navsari,CINEMA004395,SCREEN-1SLIDE,CINEMA004395SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"RR Cinema Omaxe Gurugram Mall, Sector 49, Gurugram",CINEMA004396,SCREEN-1ADFILM,CINEMA004396SCREEN-1ADFILM,#Second(s),SECOND,5,10,156,0
N,"RR Cinema Omaxe Gurugram Mall, Sector 49, Gurugram",CINEMA004396,SCREEN-1ADFILM,CINEMA004396SCREEN-1ADFILM,#Week(S),WEEK,1,1,90,0
N,"RR Cinema Omaxe Gurugram Mall, Sector 49, Gurugram",CINEMA004396,SCREEN-1SLIDE,CINEMA004396SCREEN-1SLIDE,#Second(s),SECOND,5,10,156,0
N,"RR Cinema Omaxe Gurugram Mall, Sector 49, Gurugram",CINEMA004396,SCREEN-1SLIDE,CINEMA004396SCREEN-1SLIDE,#Week(S),WEEK,1,1,90,0
N,"RR Cinema Omaxe Gurugram Mall, Sector 49, Gurugram",CINEMA004396,SCREEN-2ADFILM,CINEMA004396SCREEN-2ADFILM,#Second(s),SECOND,5,10,156,0
N,"RR Cinema Omaxe Gurugram Mall, Sector 49, Gurugram",CINEMA004396,SCREEN-2ADFILM,CINEMA004396SCREEN-2ADFILM,#Week(S),WEEK,1,1,90,0
N,"RR Cinema Omaxe Gurugram Mall, Sector 49, Gurugram",CINEMA004396,SCREEN-2SLIDE,CINEMA004396SCREEN-2SLIDE,#Second(s),SECOND,5,10,156,0
N,"RR Cinema Omaxe Gurugram Mall, Sector 49, Gurugram",CINEMA004396,SCREEN-2SLIDE,CINEMA004396SCREEN-2SLIDE,#Week(S),WEEK,1,1,90,0
